1.90000	2.37500	0.99997	-136.26320
1.90000	2.12500	0.99998	-151.98340
1.90000	1.87500	0.99998	-171.89552
1.90000	1.62500	0.99999	-197.93428
1.90000	1.37500	0.99999	-233.44149
1.90000	1.12500	0.99999	-284.72944
1.90000	0.87500	1.00000	-365.32448
1.90000	0.62500	1.00000	-510.39512
1.90000	0.37500	1.00000	-848.89258
1.90000	0.12500	1.00000	-2541.37765
1.90000	-0.12500	1.00000	2536.07539
1.90000	-0.37500	1.00000	843.59031
1.90000	-0.62500	1.00000	505.09285
1.90000	-0.87500	1.00000	360.02219
1.90000	-1.12500	0.99999	279.42714
1.90000	-1.37500	0.99999	228.13917
1.90000	-1.62500	0.99999	192.63194
1.90000	-1.87500	0.99998	166.59316
1.90000	-2.12500	0.99998	146.68102
1.90000	-2.37500	0.99997	130.96078
1.70000	2.37500	0.99997	-124.59531
1.70000	2.12500	0.99997	-138.93847
1.70000	1.87500	0.99998	-157.10631
1.70000	1.62500	0.99998	-180.86408
1.70000	1.37500	0.99999	-213.26083
1.70000	1.12500	0.99999	-260.05587
1.70000	0.87500	1.00000	-333.59062
1.70000	0.62500	1.00000	-465.95269
1.70000	0.37500	1.00000	-774.79675
1.70000	0.12500	1.00000	-2319.01469
1.70000	-0.12500	1.00000	2313.63676
1.70000	-0.37500	1.00000	769.41882
1.70000	-0.62500	1.00000	460.57475
1.70000	-0.87500	1.00000	328.21266
1.70000	-1.12500	0.99999	254.67790
1.70000	-1.37500	0.99999	207.88283
1.70000	-1.62500	0.99998	175.48606
1.70000	-1.87500	0.99998	151.72826
1.70000	-2.12500	0.99997	133.56039
1.70000	-2.37500	0.99996	119.21720
1.50000	2.37500	0.99996	-112.28492
1.50000	2.12500	0.99997	-125.17532
1.50000	1.87500	0.99998	-141.50299
1.50000	1.62500	0.99998	-162.85438
1.50000	1.37500	0.99999	-191.96968
1.50000	1.12500	0.99999	-234.02484
1.50000	0.87500	0.99999	-300.11116
1.50000	0.62500	1.00000	-419.06604
1.50000	0.37500	1.00000	-696.62657
1.50000	0.12500	1.00000	-2084.42666
1.50000	-0.12500	1.00000	2078.97106
1.50000	-0.37500	1.00000	691.17096
1.50000	-0.62500	1.00000	413.61042
1.50000	-0.87500	0.99999	294.65553
1.50000	-1.12500	0.99999	228.56919
1.50000	-1.37500	0.99999	186.51401
1.50000	-1.62500	0.99998	157.39867
1.50000	-1.87500	0.99997	136.04725
1.50000	-2.12500	0.99997	119.71954
1.50000	-2.37500	0.99996	106.82909
1.30000	2.37500	0.99995	-99.32663
1.30000	2.12500	0.99996	-110.68814
1.30000	1.87500	0.99997	-125.07920
1.30000	1.62500	0.99998	-143.89808
1.30000	1.37500	0.99998	-169.55994
1.30000	1.12500	0.99999	-206.62678
1.30000	0.87500	0.99999	-264.87427
1.30000	0.62500	1.00000	-369.71922
1.30000	0.37500	1.00000	-614.35650
1.30000	0.12500	1.00000	-1837.54013
1.30000	-0.12500	1.00000	1832.00796
1.30000	-0.37500	1.00000	608.82433
1.30000	-0.62500	1.00000	364.18703
1.30000	-0.87500	0.99999	259.34207
1.30000	-1.12500	0.99999	201.09454
1.30000	-1.37500	0.99998	164.02768
1.30000	-1.62500	0.99997	138.36577
1.30000	-1.87500	0.99997	119.54685
1.30000	-2.12500	0.99995	105.15573
1.30000	-2.37500	0.99994	93.79417
1.10000	2.37500	0.99993	-85.74087
1.10000	2.12500	0.99995	-95.49994
1.10000	1.87500	0.99996	-107.86124
1.10000	1.62500	0.99997	-124.02578
1.10000	1.37500	0.99998	-146.06808
1.10000	1.12500	0.99998	-177.90661
1.10000	0.87500	0.99999	-227.93817
1.10000	0.62500	1.00000	-317.99437
1.10000	0.37500	1.00000	-528.12449
1.10000	0.12500	1.00000	-1578.77198
1.10000	-0.12500	1.00000	1573.16739
1.10000	-0.37500	1.00000	522.51989
1.10000	-0.62500	0.99999	312.38976
1.10000	-0.87500	0.99999	222.33353
1.10000	-1.12500	0.99998	172.30194
1.10000	-1.37500	0.99997	140.46335
1.10000	-1.62500	0.99996	118.42101
1.10000	-1.87500	0.99995	102.25640
1.10000	-2.12500	0.99994	89.89503
1.10000	-2.37500	0.99992	80.13588
0.90000	2.37500	0.99990	-71.57300
0.90000	2.12500	0.99992	-79.66163
0.90000	1.87500	0.99994	-89.90701
0.90000	1.62500	0.99995	-103.30456
0.90000	1.37500	0.99997	-121.57364
0.90000	1.12500	0.99998	-147.96194
0.90000	0.87500	0.99999	-189.42878
0.90000	0.62500	0.99999	-264.06841
0.90000	0.37500	1.00000	-438.22639
0.90000	0.12500	1.00000	-1309.01274
0.90000	-0.12500	1.00000	1303.34277
0.90000	-0.37500	1.00000	432.55640
0.90000	-0.62500	0.99999	258.39840
0.90000	-0.87500	0.99999	183.75873
0.90000	-1.12500	0.99998	142.29184
0.90000	-1.37500	0.99996	115.90347
0.90000	-1.62500	0.99995	97.63431
0.90000	-1.87500	0.99993	84.23667
0.90000	-2.12500	0.99991	73.99119
0.90000	-2.37500	0.99988	65.90244
0.70000	2.37500	0.99985	-56.89142
0.70000	2.12500	0.99988	-63.24987
0.70000	1.87500	0.99990	-71.30364
0.70000	1.62500	0.99993	-81.83520
0.70000	1.37500	0.99995	-96.19606
0.70000	1.12500	0.99996	-116.93909
0.70000	0.87500	0.99998	-149.53469
0.70000	0.62500	0.99999	-208.20596
0.70000	0.37500	1.00000	-345.10419
0.70000	0.12500	1.00000	-1029.59114
0.70000	-0.12500	1.00000	1023.86543
0.70000	-0.37500	1.00000	339.37846
0.70000	-0.62500	0.99999	202.48018
0.70000	-0.87500	0.99998	143.80885
0.70000	-1.12500	0.99996	111.21316
0.70000	-1.37500	0.99994	90.47003
0.70000	-1.62500	0.99991	76.10904
0.70000	-1.87500	0.99988	65.57733
0.70000	-2.12500	0.99985	57.52338
0.70000	-2.37500	0.99981	51.16475
0.50000	2.37500	0.99971	-41.78456
0.50000	2.12500	0.99977	-46.36375
0.50000	1.87500	0.99982	-52.16375
0.50000	1.62500	0.99986	-59.74799
0.50000	1.37500	0.99990	-70.08968
0.50000	1.12500	0.99993	-85.02711
0.50000	0.87500	0.99996	-108.49948
